file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	raw	P75	285	0.016078	0.040260	0.777962	0.925022	0.954386	-0.008177
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	binning	P90	285	0.018140	0.038311	0.053492	0.056392	0.975439	0.013212
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	raw	P90	285	0.018267	0.039669	0.157207	0.828661	0.961404	0.007475
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	binning	P95	285	0.018632	0.041919	0.053492	0.053492	0.957895	0.015126
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	raw	P95	285	0.019753	0.043348	0.053492	0.076028	0.954386	0.014227
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	binning	P99	285	0.018159	0.043348	0.053492	0.053492	0.950877	0.015350
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	raw	P99	285	0.018159	0.043348	0.053492	0.053492	0.950877	0.015350
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	binning	P999	285	0.017545	0.046828	0.053492	0.053492	0.947368	0.016641
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	raw	P999	285	0.017545	0.046828	0.053492	0.053492	0.947368	0.016641
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	binning	P1	285	0.002417	0.026629	0.044403	0.044403	1.000000	0.004310
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	raw	P1	285	0.002417	0.026629	0.044403	0.044403	1.000000	0.004310
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	binning	P50	285	0.023267	0.039373	0.044403	0.044403	1.000000	0.016279
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	raw	P50	285	0.023152	0.044403	0.817823	0.976264	0.954386	-0.007252
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	binning	P75	285	0.022315	0.039509	0.042342	0.044403	1.000000	0.015271
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	G	raw	P75	285	0.026561	0.041167	0.774068	0.926985	0.971930	-0.003573
